ID;Уровень;Родительский раздел;Название страницы;Назначение;Старый URL;Итоговый URL;H1;Title;Description;Основной интент;Основной запрос;Дополнительные запросы;Доступная частотность;Тип страницы;Индексируемость;Schema.org;Входящие внутренние ссылки;Исходящие внутренние ссылки;Необходимые материалы;Приоритет P1–P4;Этап разработки;Статус публикации;Решение;Обоснование;Уровень уверенности;Кластер;GSC клики URL;GSC показы URL;GSC позиция URL;Активная страница;Длина Title;Длина Description
16;3;Создание сайтов;Создание сайтов в Астане;Геозависимая коммерческая страница направления «Создание сайтов» для компаний в Астане.;/sozdanie-saitov-v-astane;/sozdanie-saitov-v-astane;Создание сайтов в Астане;Создание сайтов в Астане под ключ | Raskrutov;Создаём сайты для бизнеса в Астане: лендинги, корпоративные сайты и интернет-магазины с подготовкой к SEO, рекламе и продажам.;Коммерческий геозависимый;создание сайтов астана;"заказать сайт астана; создание сайтов в астане с нуля; создание сайтов астане; разработка сайтов астана; разработка сайтов в астане с нуля; разработка сайта в астане; создание сайтов в астане; разработка сайта астана; разработка сайтов в астане; создание сайтов в астане под ключ; создание сайта под ключ астана";;Гео-услуга;index, follow;Service (areaServed: Астана), BreadcrumbList, FAQPage (если FAQ видим);"/sozdanie-saitov; /web-studiya; /web-studiya/astana";"/; /keysy/sayty; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/podderzhka-saytov; /web-studiya/astana; /sozdanie-saitov-v-astane; /seo-prodvizhenie-sajtov-v-astane";Уникальный оффер для Астана, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P1;Переработка контента и SEO;"Старый URL с данными GSC; сохранить и проверить доступность";UPDATE;"Сохраняем существующий URL: отдельный геоинтент и данные GSC подтверждают самостоятельную страницу.; Включена в полную региональную матрицу 18 городов; существующий URL сохранён.";Высокая;site_geo_astana;2;1702;66.18;Да;45;126
17;3;Создание сайтов;Создание сайтов в Алматы;Геозависимая коммерческая страница направления «Создание сайтов» для компаний в Алматы.;/sozdanie-saitov-v-almaty;/sozdanie-saitov-v-almaty;Создание сайтов в Алматы;Создание сайтов в Алматы под ключ | Raskrutov;Создаём сайты для бизнеса в Алматы: лендинги, корпоративные сайты и интернет-магазины с подготовкой к SEO, рекламе и продажам.;Коммерческий геозависимый;создание сайтов алматы;"разработка сайтов алматы; создание сайта под ключ алматы; разработка сайтов под ключ алматы; сайт под ключ алматы; создание сайтов в алматы; заказать сайт для бизнеса алматы; разработка сайтов в алматы; сайт для бизнеса алматы; заказать сайт алматы; создать сайт в алматы";;Гео-услуга;index, follow;Service (areaServed: Алматы), BreadcrumbList, FAQPage (если FAQ видим);"/sozdanie-saitov; /web-studiya; /web-studiya/almaty";"/; /keysy/sayty; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/podderzhka-saytov; /web-studiya/almaty; /sozdanie-saitov-v-almaty; /seo-prodvizhenie-sajtov-v-almaty";Уникальный оффер для Алматы, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P1;Переработка контента и SEO;"Старый URL с данными GSC; сохранить и проверить доступность";UPDATE;"Сохраняем существующий URL: отдельный геоинтент и данные GSC подтверждают самостоятельную страницу.; Включена в полную региональную матрицу 18 городов; существующий URL сохранён.";Высокая;site_geo_almaty;1;3199;70.3;Да;45;126
18;3;Создание сайтов;Создание сайтов в Шымкенте;Геозависимая коммерческая страница направления «Создание сайтов» для компаний в Шымкенте.;/sozdanie-saitov-v-shimkente;/sozdanie-saitov-v-shimkente;Создание сайтов в Шымкенте;Создание сайтов в Шымкенте под ключ | Raskrutov;Создаём сайты для бизнеса в Шымкенте: лендинги, корпоративные сайты и интернет-магазины с подготовкой к SEO, рекламе и продажам.;Коммерческий геозависимый;создание сайтов шымкент;"создать сайт в шымкенте; разработка сайтов шымкент; разработка сайтов в шымкенте; заказать сайт шымкент; создание сайта под ключ шымкент";;Гео-услуга;index, follow;Service (areaServed: Шымкент), BreadcrumbList, FAQPage (если FAQ видим);"/sozdanie-saitov; /web-studiya; /web-studiya/shymkent";"/; /keysy/sayty; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/podderzhka-saytov; /web-studiya/shymkent; /sozdanie-saitov-v-shimkente; /seo-prodvizhenie-sajtov-v-shimkente";Уникальный оффер для Шымкент, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P1;Переработка контента и SEO;"Старый URL с данными GSC; сохранить и проверить доступность";UPDATE;"Сохраняем существующий URL: отдельный геоинтент и данные GSC подтверждают самостоятельную страницу.; Включена в полную региональную матрицу 18 городов; существующий URL сохранён.";Высокая;site_geo_shymkent;1;293;28.43;Да;47;128
19;3;Создание сайтов;Создание сайтов в Караганде;Геозависимая коммерческая страница направления «Создание сайтов» для компаний в Караганде.;/sozdanie-saitov-v-karagande;/sozdanie-saitov-v-karagande;Создание сайтов в Караганде;Создание сайтов в Караганде под ключ | Raskrutov;Создаём сайты для бизнеса в Караганде: лендинги, корпоративные сайты и интернет-магазины с подготовкой к SEO, рекламе и продажам.;Коммерческий геозависимый;создание сайтов караганда;"разработка сайтов в караганде; разработка сайтов караганда; заказать сайт караганда; создание сайта под ключ караганда";;Гео-услуга;index, follow;Service (areaServed: Караганда), BreadcrumbList, FAQPage (если FAQ видим);"/sozdanie-saitov; /web-studiya; /web-studiya/karaganda";"/; /keysy/sayty; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/podderzhka-saytov; /web-studiya/karaganda; /sozdanie-saitov-v-karagande; /seo-prodvizhenie-sajtov-v-karagande";Уникальный оффер для Караганда, особенности локального спроса и бизнеса, модель удалённой работы, релевантные кейсы, доказательства, FAQ, CTA. Нельзя публиковать шаблон только с заменой названия города.;P1;Переработка контента и SEO;"Старый URL с данными GSC; сохранить и проверить доступность";UPDATE;"Сохраняем существующий URL: отдельный геоинтент и данные GSC подтверждают самостоятельную страницу.; Включена в полную региональную матрицу 18 городов; существующий URL сохранён.";Высокая;site_geo_karaganda;0;347;66.75;Да;48;129
21;4;Услуги дизайнера;Нейминг;Посадочная страница направления «Нейминг».;/web-studiya/dizayn/neyming;/web-studiya/dizayn/neyming;Нейминг;Нейминг для бизнеса — название бренда, услуги или продукта;Придумываем названия для компаний, продуктов и услуг с учётом позиционирования, смысла, звучания и доменных зон.;Коммерческий;нейминг;нет данных;;Узкая услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);/web-studiya/dizayn;"/; /web-studiya/dizayn";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P3;Структура/SEO;Не опубликована;NEW;Отдельный интент или стратегическая страница отсутствует в опубликованной структуре.;Высокая;design_naming;;;;Да;58;112
22;4;Услуги дизайнера;Создание брендбука;Посадочная страница направления «Создание брендбука».;/web-studiya/dizayn/brendbuk;/web-studiya/dizayn/brendbuk;Создание брендбука;Создание брендбука — фирменный стиль и правила бренда;Разрабатываем брендбук: логотип, цвета, шрифты, визуальные правила, носители и рекомендации по использованию.;Коммерческий;создание брендбука;"брендбук цена; фирменный стиль; дизайн брендбука; заказать брендбук; брендбук компании; брендбук под ключ; разработка брендбука; фирменный стиль цена; дизайн фирменного стиля; фирменный стиль под ключ";;Узкая услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);/web-studiya/dizayn;"/; /web-studiya/dizayn";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P3;Структура/SEO;Не опубликована;NEW;Отдельный интент или стратегическая страница отсутствует в опубликованной структуре.;Высокая;design_brandbook;;;;Да;53;109
23;4;Услуги дизайнера;Создание логотипа;Посадочная страница направления «Создание логотипа».;/web-studiya/dizayn/logotip;/web-studiya/dizayn/logotip;Создание логотипа;Создание логотипа — фирменный знак для бизнеса;Создаём логотипы для компаний, проектов и продуктов: концепция, варианты, доработка и подготовка файлов.;Коммерческий;создание логотипа;"сделать логотип; дизайн логотипа; заказать логотип; логотип под ключ; редизайн логотипа; логотип для бренда; разработка логотипа; логотип для бизнеса; логотип для компании; создание логотипа цена";;Узкая услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);/web-studiya/dizayn;"/; /web-studiya/dizayn";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P3;Структура/SEO;Не опубликована;NEW;Отдельный интент или стратегическая страница отсутствует в опубликованной структуре.;Высокая;design_logo;;;;Да;46;104
24;2;Вебстудия Raskrutov;SEO-продвижение;Посадочная страница направления «SEO-продвижение».;"/seo-prodvizhenie-sajtov; /web-studiya/seo-prodvizhenie";/seo-prodvizhenie-sajtov;SEO-продвижение сайтов в Казахстане;SEO-продвижение сайтов в Казахстане | Raskrutov;Продвигаем сайты в Google и Яндекс: семантика, структура, контент, техническая оптимизация, аналитика и развитие коммерческих страниц.;Коммерческий;seo продвижение сайтов;"seo продвижение; seo оптимизация; продвижение сайтов; seo продвижение сайта; seo ru; сайт сео; сайт seo; гугл сео; seo сайта; seo сайты";500;Услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);"/seo-prodvizhenie-sajtov-v-almaty; /seo-prodvizhenie-sajtov-v-astane; /seo-prodvizhenie-sajtov-v-karagande; /seo-prodvizhenie-sajtov-v-petropavlovske; /seo-prodvizhenie-sajtov-v-shimkente; /web-studiya; /web-studiya/seo-prodvizhenie/google; /web-studiya/seo-prodvizhenie/yandex; /seo-prodvizhenie-sajtov-v-aktau; /seo-prodvizhenie-sajtov-v-aktobe; /seo-prodvizhenie-sajtov-v-atyrau; /seo-prodvizhenie-sajtov-v-kokshetau; /seo-prodvizhenie-sajtov-v-kostanae; /seo-prodvizhenie-sajtov-v-kyzylorde; /seo-prodvizhenie-sajtov-v-pavlodare; /seo-prodvizhenie-sajtov-v-semee; /seo-prodvizhenie-sajtov-v-taldykorgane; /seo-prodvizhenie-sajtov-v-taraze; /seo-prodvizhenie-sajtov-v-turkestane; /seo-prodvizhenie-sajtov-v-uralske; /seo-prodvizhenie-sajtov-v-ust-kamenogorske";"/; /keysy/prodvizhenie; /seo-prodvizhenie-sajtov-v-almaty; /seo-prodvizhenie-sajtov-v-astane; /seo-prodvizhenie-sajtov-v-karagande; /seo-prodvizhenie-sajtov-v-petropavlovske; /seo-prodvizhenie-sajtov-v-shimkente; /sozdanie-saitov; /web-studiya; /web-studiya/aeo-geo-prodvizhenie; /web-studiya/seo-prodvizhenie/google; /web-studiya/seo-prodvizhenie/yandex; /seo-prodvizhenie-sajtov-v-aktau; /seo-prodvizhenie-sajtov-v-aktobe; /seo-prodvizhenie-sajtov-v-atyrau; /seo-prodvizhenie-sajtov-v-kokshetau; /seo-prodvizhenie-sajtov-v-kostanae; /seo-prodvizhenie-sajtov-v-kyzylorde; /seo-prodvizhenie-sajtov-v-pavlodare; /seo-prodvizhenie-sajtov-v-semee; /seo-prodvizhenie-sajtov-v-taldykorgane; /seo-prodvizhenie-sajtov-v-taraze; /seo-prodvizhenie-sajtov-v-turkestane; /seo-prodvizhenie-sajtov-v-uralske; /seo-prodvizhenie-sajtov-v-ust-kamenogorske";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P1;Переработка контента и SEO;"Старый URL с данными GSC; сохранить и проверить доступность";UPDATE;Сохраняем /seo-prodvizhenie-sajtov: это самый заметный legacy-URL по данным GSC. Вложенный дубль консолидируется 301-редиректом.;Высокая;seo;3;23307;58.66;Да;47;134
25;4;SEO-продвижение;Продвижение в Google;Посадочная страница направления «Продвижение в Google».;/web-studiya/seo-prodvizhenie/google;/web-studiya/seo-prodvizhenie/google;Продвижение в Google;Продвижение сайта в Google — SEO для бизнеса;Оптимизируем сайт под Google: семантика, страницы, контент, техническая база, E-E-A-T и рост целевых запросов.;Коммерческий;продвижение в google;"продвижение гугл; гугл оптимизация; гугл продвижение; продвижение в гугл; google продвижение; google оптимизация; продвижение google; seo продвижение гугл; сео продвижение гугл; гугл продвижение сайта";50;Узкая услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);/seo-prodvizhenie-sajtov;"/; /keysy/prodvizhenie; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/aeo-geo-prodvizhenie";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P2;Структура/SEO;Не опубликована;NEW;Отдельный интент или стратегическая страница отсутствует в опубликованной структуре.;Высокая;seo_google;;;;Да;44;110
26;4;SEO-продвижение;Продвижение в Яндекс;Посадочная страница направления «Продвижение в Яндекс».;/web-studiya/seo-prodvizhenie/yandex;/web-studiya/seo-prodvizhenie/yandex;Продвижение в Яндекс;Продвижение сайта в Яндекс — SEO и коммерческие факторы;Продвигаем сайты в Яндекс: структура, тексты, поведенческие и коммерческие факторы, карты и локальная выдача.;Коммерческий;продвижение в яндекс;"яндекс seo; яндекс сео; яндекс продвижение; продвижение яндекс; seo продвижение яндекс; яндекс seo оптимизация; яндекс сео продвижение; сео продвижение яндекс; сайт продвижение яндекс; яндекс продвижение сайта";50;Узкая услуга;index, follow;Service, BreadcrumbList, FAQPage (если FAQ видим на странице);/seo-prodvizhenie-sajtov;"/; /keysy/prodvizhenie; /seo-prodvizhenie-sajtov; /sozdanie-saitov; /web-studiya/aeo-geo-prodvizhenie";Экспертный текст, реальные кейсы, преимущества, процесс работы, FAQ, CTA, изображения.;P2;Структура/SEO;Не опубликована;NEW;Отдельный интент или стратегическая страница отсутствует в опубликованной структуре.;Высокая;seo_yandex;;;;Да;55;109
